Source,Target,Type,weight,book
Arya-Stark,Bran-Stark,Undirected,9,3
Arya-Stark,Brynden-Tully,Undirected,4,3
Arya-Stark,Catelyn-Stark,Undirected,3,3
Arya-Stark,Cersei-Lannister,Undirected,6,3
Arya-Stark,Dunsen,Undirected,3,3
Arya-Stark,Eddard-Stark,Undirected,6,3
Arya-Stark,Elmar-Frey,Undirected,4,3
Arya-Stark,Gendry,Undirected,46,3
Arya-Stark,Greenbeard,Undirected,9,3
Arya-Stark,Gregor-Clegane,Undirected,6,3
Arya-Stark,Harwin,Undirected,17,3
Arya-Stark,Hot-Pie,Undirected,25,3
Arya-Stark,Ilyn-Payne,Undirected,3,3
Arya-Stark,Jaime-Lannister,Undirected,10,3
Arya-Stark,Joffrey-Baratheon,Undirected,10,3
Arya-Stark,Jon-Snow,Undirected,9,3
Arya-Stark,Lem,Undirected,24,3
Arya-Stark,Mad-Huntsman,Undirected,4,3
Arya-Stark,Meryn-Trant,Undirected,3,3
Arya-Stark,Mycah,Undirected,6,3
Arya-Stark,Nan,Undirected,7,3
Arya-Stark,Pate-(Old),Undirected,4,3
Arya-Stark,Polliver,Undirected,11,3
Arya-Stark,Rafford,Undirected,5,3
Arya-Stark,Ravella-Swann,Undirected,7,3
Arya-Stark,Rickon-Stark,Undirected,8,3
Arya-Stark,Robb-Stark,Undirected,14,3
Arya-Stark,Robert-Baratheon,Undirected,5,3
Arya-Stark,Roose-Bolton,Undirected,8,3
Arya-Stark,Sandor-Clegane,Undirected,48,3
Arya-Stark,Sansa-Stark,Undirected,23,3
Arya-Stark,Thoros-of-Myr,Undirected,21,3
Arya-Stark,Tickler,Undirected,5,3
Arya-Stark,Tom-of-Sevenstreams,Undirected,24,3
Arya-Stark,Tyrion-Lannister,Undirected,7,3
Axell-Florent,Davos-Seaworth,Undirected,21,3
Axell-Florent,Lamprey,Undirected,5,3
Axell-Florent,Melisandre,Undirected,4,3
Axell-Florent,Porridge,Undirected,5,3
Axell-Florent,Salladhor-Saan,Undirected,3,3
Axell-Florent,Selyse-Florent,Undirected,8,3
Axell-Florent,Stannis-Baratheon,Undirected,16,3
Azor-Ahai,Stannis-Baratheon,Undirected,3,3
Baelor-I-Targaryen,Cersei-Lannister,Undirected,3,3
Baelor-I-Targaryen,Sansa-Stark,Undirected,3,3
Baelor-I-Targaryen,Tyrion-Lannister,Undirected,3,3
Ballabar,Frenken,Undirected,4,3
Ballabar,Tyrion-Lannister,Undirected,4,3
Balon-Greyjoy,Robb-Stark,Undirected,6,3
Balon-Greyjoy,Stannis-Baratheon,Undirected,4,3
Balon-Greyjoy,Tywin-Lannister,Undirected,4,3
Balon-Swann,Boros-Blount,Undirected,3,3
Balon-Swann,Jaime-Lannister,Undirected,5,3
Balon-Swann,Joffrey-Baratheon,Undirected,5,3
Balon-Swann,Loras-Tyrell,Undirected,6,3
Balon-Swann,Osmund-Kettleblack,Undirected,3,3
Balon-Swann,Tyrion-Lannister,Undirected,4,3
Bannen,Dywen,Undirected,5,3
Bannen,Samwell-Tarly,Undirected,11,3
Barristan-Selmy,Daenerys-Targaryen,Undirected,5,3
Barristan-Selmy,Gerold-Hightower,Undirected,5,3
Barristan-Selmy,Jaime-Lannister,Undirected,4,3
Barristan-Selmy,Jorah-Mormont,Undirected,5,3
Barristan-Selmy,Robert-Baratheon,Undirected,8,3
Bedwyck,Craster,Undirected,4,3
Bedwyck,Dywen,Undirected,3,3
Bedwyck,Eddison-Tollett,Undirected,4,3
Bedwyck,Grenn,Undirected,4,3
Bedwyck,Samwell-Tarly,Undirected,3,3
Belwas,Ben-Plumm,Undirected,4,3
Belwas,Daenerys-Targaryen,Undirected,28,3
Belwas,Illyrio-Mopatis,Undirected,8,3
Belwas,Jhiqui,Undirected,3,3
Belwas,Jorah-Mormont,Undirected,18,3
Belwas,Oznak-zo-Pahl,Undirected,8,3
Ben-Plumm,Daario-Naharis,Undirected,4,3
Ben-Plumm,Daenerys-Targaryen,Undirected,10,3
Benjen-Stark,Bran-Stark,Undirected,3,3
Benjen-Stark,Jeor-Mormont,Undirected,3,3
Benjen-Stark,Jon-Snow,Undirected,3,3
Benjen-Stark,Robert-Baratheon,Undirected,3,3
Beric-Dondarrion,Gendry,Undirected,4,3
Beric-Dondarrion,Gregor-Clegane,Undirected,3,3
Beric-Dondarrion,Harwin,Undirected,7,3
Beric-Dondarrion,Jack-Bulwer,Undirected,4,3
Beric-Dondarrion,Joffrey-Baratheon,Undirected,3,3
Beric-Dondarrion,Lem,Undirected,14,3
Beric-Dondarrion,Sandor-Clegane,Undirected,15,3
Beric-Dondarrion,Thoros-of-Myr,Undirected,26,3
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,4,3
Big-Boil,Jon-Snow,Undirected,3,3
Big-Boil,Ygritte,Undirected,3,3
Biter,Rorge,Undirected,3,3
Blane,Jeor-Mormont,Undirected,3,3
Boros-Blount,Cersei-Lannister,Undirected,4,3
Boros-Blount,Jaime-Lannister,Undirected,6,3
Boros-Blount,Loras-Tyrell,Undirected,5,3
Boros-Blount,Meryn-Trant,Undirected,6,3
Boros-Blount,Tommen-Baratheon,Undirected,7,3
Boros-Blount,Tyrion-Lannister,Undirected,6,3
Bowen-Marsh,Cotter-Pyke,Undirected,3,3
Bowen-Marsh,Denys-Mallister,Undirected,5,3
Bowen-Marsh,Donal-Noye,Undirected,4,3
Bowen-Marsh,Eddison-Tollett,Undirected,3,3
Bowen-Marsh,Hobb,Undirected,3,3
Bowen-Marsh,Janos-Slynt,Undirected,10,3
Bowen-Marsh,Jeor-Mormont,Undirected,8,3
Bowen-Marsh,Jon-Snow,Undirected,5,3
Bowen-Marsh,Othell-Yarwyck,Undirected,9,3
Bowen-Marsh,Samwell-Tarly,Undirected,7,3
Bran-Stark,Catelyn-Stark,Undirected,3,3
Bran-Stark,Coldhands,Undirected,4,3
Bran-Stark,Eddard-Stark,Undirected,7,3
Bran-Stark,Hodor,Undirected,71,3
Bran-Stark,Joffrey-Baratheon,Undirected,3,3
Bran-Stark,Jojen-Reed,Undirected,48,3
Bran-Stark,Jon-Snow,Undirected,13,3
Bran-Stark,Jon-Umber-(Greatjon),Undirected,3,3
Bran-Stark,Meera-Reed,Undirected,54,3
Bran-Stark,Nan,Undirected,14,3
Bran-Stark,Rickon-Stark,Undirected,31,3
Bran-Stark,Robb-Stark,Undirected,18,3
Bran-Stark,Samwell-Tarly,Undirected,11,3
Bran-Stark,Sansa-Stark,Undirected,10,3
Bran-Stark,Theon-Greyjoy,Undirected,9,3
Brandon-Stark,Eddard-Stark,Undirected,8,3
Brandon-Stark,Rickon-Stark,Undirected,3,3
Brandon-Stark,Robb-Stark,Undirected,3,3
Brella,Sansa-Stark,Undirected,4,3
Brella,Shae,Undirected,4,3
Brenett,Catelyn-Stark,Undirected,3,3
Brienne-of-Tarth,Catelyn-Stark,Undirected,7,3
Brienne-of-Tarth,Cersei-Lannister,Undirected,5,3
Brienne-of-Tarth,Cleos-Frey,Undirected,12,3
Brienne-of-Tarth,Elmar-Frey,Undirected,6,3
Brienne-of-Tarth,Jaime-Lannister,Undirected,87,3
Brienne-of-Tarth,Loras-Tyrell,Undirected,6,3
Brienne-of-Tarth,Qyburn,Undirected,3,3
Brienne-of-Tarth,Robb-Stark,Undirected,5,3
Brienne-of-Tarth,Roose-Bolton,Undirected,11,3
Brienne-of-Tarth,Sansa-Stark,Undirected,5,3
Brienne-of-Tarth,Tyrion-Lannister,Undirected,4,3
Brienne-of-Tarth,Vargo-Hoat,Undirected,4,3
Brienne-of-Tarth,Walton,Undirected,3,3
Bronn,Cersei-Lannister,Undirected,8,3
Bronn,Gregor-Clegane,Undirected,4,3
Bronn,Joffrey-Baratheon,Undirected,3,3
Bronn,Lollys-Stokeworth,Undirected,3,3
Bronn,Mandon-Moore,Undirected,3,3
Bronn,Oberyn-Martell,Undirected,4,3
Bronn,Podrick-Payne,Undirected,17,3
Bronn,Tommen-Baratheon,Undirected,4,3
Bronn,Tyrion-Lannister,Undirected,32,3
Bronn,Tywin-Lannister,Undirected,3,3
Bronn,Varys,Undirected,4,3
Brynden-Tully,Catelyn-Stark,Undirected,5,3
Brynden-Tully,Edmure-Tully,Undirected,6,3
Brynden-Tully,Rickard-Karstark,Undirected,4,3
Brynden-Tully,Robb-Stark,Undirected,12,3
Brynden-Tully,Tywin-Lannister,Undirected,4,3
Brynden-Tully,Walder-Frey,Undirected,4,3
Butterbumps,Olenna-Redwyne,Undirected,4,3
Butterbumps,Sansa-Stark,Undirected,6,3
Byam-Flint,Craster,Undirected,3,3
Catelyn-Stark,Cersei-Lannister,Undirected,4,3
Catelyn-Stark,Cleos-Frey,Undirected,4,3
Catelyn-Stark,Dacey-Mormont,Undirected,5,3
Catelyn-Stark,Desmond-Grell,Undirected,6,3
Catelyn-Stark,Eddard-Stark,Undirected,7,3
Catelyn-Stark,Edmure-Tully,Undirected,18,3
Catelyn-Stark,Elmar-Frey,Undirected,5,3
Catelyn-Stark,Hoster-Tully,Undirected,16,3
Catelyn-Stark,Jaime-Lannister,Undirected,19,3
Catelyn-Stark,Jason-Mallister,Undirected,5,3
Catelyn-Stark,Jeyne-Westerling,Undirected,13,3
Catelyn-Stark,Joffrey-Baratheon,Undirected,3,3
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,10,3
Catelyn-Stark,Lothar-Frey,Undirected,3,3
Catelyn-Stark,Lysa-Arryn,Undirected,15,3
Catelyn-Stark,Maege-Mormont,Undirected,6,3
Catelyn-Stark,Marq-Piper,Undirected,3,3
Catelyn-Stark,Petyr-Baelish,Undirected,6,3
Catelyn-Stark,Raynald-Westerling,Undirected,5,3
Catelyn-Stark,Rickard-Karstark,Undirected,6,3
Catelyn-Stark,Robb-Stark,Undirected,48,3
Catelyn-Stark,Robin-Ryger,Undirected,3,3
Catelyn-Stark,Rodrik-Cassel,Undirected,3,3
Catelyn-Stark,Roose-Bolton,Undirected,10,3
Catelyn-Stark,Roslin-Frey,Undirected,7,3
Catelyn-Stark,Ryman-Frey,Undirected,6,3
Catelyn-Stark,Sansa-Stark,Undirected,11,3
Catelyn-Stark,Stannis-Baratheon,Undirected,4,3
Catelyn-Stark,Tansy,Undirected,8,3
Catelyn-Stark,Tyrion-Lannister,Undirected,7,3
Catelyn-Stark,Vyman,Undirected,9,3
Catelyn-Stark,Walder-Frey,Undirected,25,3
Cersei-Lannister,Dunsen,Undirected,6,3
Cersei-Lannister,Eddard-Stark,Undirected,6,3
Cersei-Lannister,Elia-Martell,Undirected,4,3
Cersei-Lannister,Ellaria-Sand,Undirected,4,3
Cersei-Lannister,Gregor-Clegane,Undirected,7,3
Cersei-Lannister,Ilyn-Payne,Undirected,8,3
Cersei-Lannister,Jaime-Lannister,Undirected,35,3
Cersei-Lannister,Joffrey-Baratheon,Undirected,44,3
Cersei-Lannister,Kevan-Lannister,Undirected,5,3
Cersei-Lannister,Lancel-Lannister,Undirected,3,3
Cersei-Lannister,Lysa-Arryn,Undirected,4,3
Cersei-Lannister,Mace-Tyrell,Undirected,6,3
Cersei-Lannister,Mandon-Moore,Undirected,4,3
Cersei-Lannister,Margaery-Tyrell,Undirected,6,3
Cersei-Lannister,Meryn-Trant,Undirected,13,3
Cersei-Lannister,Oberyn-Martell,Undirected,9,3
Cersei-Lannister,Olenna-Redwyne,Undirected,5,3
Cersei-Lannister,Osmund-Kettleblack,Undirected,8,3
Cersei-Lannister,Polliver,Undirected,6,3
Cersei-Lannister,Pycelle,Undirected,4,3
Cersei-Lannister,Rafford,Undirected,6,3
Cersei-Lannister,Robert-Baratheon,Undirected,14,3
Cersei-Lannister,Sandor-Clegane,Undirected,5,3
Cersei-Lannister,Sansa-Stark,Undirected,21,3
Cersei-Lannister,Shae,Undirected,4,3
Cersei-Lannister,Tickler,Undirected,6,3
Cersei-Lannister,Tommen-Baratheon,Undirected,4,3
Cersei-Lannister,Tyrion-Lannister,Undirected,54,3
Cersei-Lannister,Tywin-Lannister,Undirected,20,3
Cersei-Lannister,Varys,Undirected,4,3
Cersei-Lannister,Willas-Tyrell,Undirected,5,3
Chataya,Tyrion-Lannister,Undirected,4,3
Chett,Jeor-Mormont,Undirected,6,3
Chett,Lark,Undirected,9,3
Chett,Qhorin-Halfhand,Undirected,3,3
Chett,Samwell-Tarly,Undirected,4,3
Chett,Small-Paul,Undirected,8,3
Cleon,Daenerys-Targaryen,Undirected,4,3
Cleon,Ghael,Undirected,5,3
Cleos-Frey,Jaime-Lannister,Undirected,25,3
Clubfoot-Karl,Craster,Undirected,6,3
Clubfoot-Karl,Samwell-Tarly,Undirected,3,3
Clydas,Hobb,Undirected,6,3
Clydas,Jon-Snow,Undirected,10,3
Clydas,Samwell-Tarly,Undirected,6,3
Coldhands,Gilly,Undirected,3,3
Cotter-Pyke,Denys-Mallister,Undirected,14,3
Cotter-Pyke,Eddison-Tollett,Undirected,3,3
Cotter-Pyke,Jon-Snow,Undirected,3,3
Cotter-Pyke,Othell-Yarwyck,Undirected,6,3
Cotter-Pyke,Pypar,Undirected,3,3
Cotter-Pyke,Samwell-Tarly,Undirected,10,3
Cotter-Pyke,Stannis-Baratheon,Undirected,5,3
Craster,Dirk,Undirected,6,3
Craster,Eddison-Tollett,Undirected,3,3
Craster,Gilly,Undirected,16,3
Craster,Grenn,Undirected,3,3
Craster,Jeor-Mormont,Undirected,8,3
Craster,Jojen-Reed,Undirected,3,3
Craster,Jon-Snow,Undirected,7,3
Craster,Mance-Rayder,Undirected,6,3
Craster,Samwell-Tarly,Undirected,32,3
Craster,Tormund,Undirected,3,3
Cressen,Davos-Seaworth,Undirected,4,3
Daario-Naharis,Daenerys-Targaryen,Undirected,15,3
Daario-Naharis,Drogo,Undirected,3,3
Daario-Naharis,Irri,Undirected,3,3
Daario-Naharis,Jorah-Mormont,Undirected,10,3
Daario-Naharis,Prendahl-na-Ghezn,Undirected,3,3
Daario-Naharis,Sallor,Undirected,3,3
Dacey-Mormont,Maege-Mormont,Undirected,3,3
Dacey-Mormont,Robb-Stark,Undirected,3,3
Daenerys-Targaryen,Drogo,Undirected,7,3
Daenerys-Targaryen,Ghael,Undirected,3,3
Daenerys-Targaryen,Grey-Worm,Undirected,14,3
Daenerys-Targaryen,Groleo,Undirected,6,3
Daenerys-Targaryen,Irri,Undirected,17,3
Daenerys-Targaryen,Jhiqui,Undirected,17,3
Daenerys-Targaryen,Jhogo,Undirected,4,3
Daenerys-Targaryen,Jorah-Mormont,Undirected,53,3
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,16,3
Daenerys-Targaryen,Mero,Undirected,5,3
Daenerys-Targaryen,Missandei,Undirected,26,3
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,4,3
Daenerys-Targaryen,Rakharo,Undirected,7,3
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,13,3
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,5,3
Daenerys-Targaryen,Robert-Baratheon,Undirected,8,3
Daenerys-Targaryen,Viserys-Targaryen,Undirected,8,3
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,3,3
Dalla,Jon-Snow,Undirected,6,3
Dalla,Mance-Rayder,Undirected,10,3
Dalla,Val,Undirected,7,3
Davos-Seaworth,Devan-Seaworth,Undirected,5,3
Davos-Seaworth,Edric-Storm,Undirected,19,3
Davos-Seaworth,Guncer-Sunglass,Undirected,3,3
Davos-Seaworth,Joffrey-Baratheon,Undirected,10,3
Davos-Seaworth,Khorane-Sathmantes,Undirected,4,3
Davos-Seaworth,Lamprey,Undirected,8,3
Davos-Seaworth,Melisandre,Undirected,40,3
Davos-Seaworth,Porridge,Undirected,6,3
Davos-Seaworth,Pylos,Undirected,15,3
Davos-Seaworth,Salladhor-Saan,Undirected,22,3
Davos-Seaworth,Selyse-Florent,Undirected,6,3
Davos-Seaworth,Shireen-Baratheon,Undirected,9,3
Davos-Seaworth,Stannis-Baratheon,Undirected,52,3
Denys-Mallister,Eddison-Tollett,Undirected,3,3
Denys-Mallister,Janos-Slynt,Undirected,3,3
Denys-Mallister,Othell-Yarwyck,Undirected,4,3
Denys-Mallister,Pypar,Undirected,4,3
Denys-Mallister,Samwell-Tarly,Undirected,14,3
Desmond-Grell,Edmure-Tully,Undirected,4,3
Desmond-Grell,Robb-Stark,Undirected,4,3
Desmond-Grell,Utherydes-Wayn,Undirected,6,3
Devan-Seaworth,Pylos,Undirected,3,3
Devan-Seaworth,Stannis-Baratheon,Undirected,4,3
Dick-Follard,Jon-Snow,Undirected,3,3
Dick-Follard,Satin,Undirected,5,3
Dirk,Samwell-Tarly,Undirected,4,3
Donal-Noye,Jeor-Mormont,Undirected,4,3
Donal-Noye,Jon-Snow,Undirected,33,3
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,6,3
Donal-Noye,Mance-Rayder,Undirected,3,3
Donal-Noye,Qhorin-Halfhand,Undirected,3,3
Donal-Noye,Stannis-Baratheon,Undirected,4,3
Dontos-Hollard,Joffrey-Baratheon,Undirected,10,3
Dontos-Hollard,Lothor-Brune,Undirected,3,3
Dontos-Hollard,Moon-Boy,Undirected,3,3
Dontos-Hollard,Petyr-Baelish,Undirected,4,3
Dontos-Hollard,Sansa-Stark,Undirected,13,3
Dontos-Hollard,Tyrion-Lannister,Undirected,7,3
Dontos-Hollard,Willas-Tyrell,Undirected,3,3
Doran-Martell,Gregor-Clegane,Undirected,3,3
Doran-Martell,Oberyn-Martell,Undirected,4,3
Doran-Martell,Tyrion-Lannister,Undirected,10,3
Drogo,Irri,Undirected,3,3
Drogo,Jorah-Mormont,Undirected,8,3
Dunsen,Gregor-Clegane,Undirected,11,3
Dunsen,Ilyn-Payne,Undirected,6,3
Dunsen,Joffrey-Baratheon,Undirected,6,3
Dunsen,Meryn-Trant,Undirected,6,3
Dunsen,Polliver,Undirected,9,3
Dunsen,Rafford,Undirected,10,3
Dunsen,Sandor-Clegane,Undirected,7,3
Dunsen,Tickler,Undirected,9,3
Dywen,Eddison-Tollett,Undirected,5,3
Dywen,Grenn,Undirected,4,3
Dywen,Jeor-Mormont,Undirected,4,3
Dywen,Samwell-Tarly,Undirected,6,3
Eddard-Stark,Gregor-Clegane,Undirected,3,3
Eddard-Stark,Jaime-Lannister,Undirected,6,3
Eddard-Stark,Joffrey-Baratheon,Undirected,3,3
Eddard-Stark,Jon-Snow,Undirected,4,3
Eddard-Stark,Rickon-Stark,Undirected,8,3
Eddard-Stark,Robb-Stark,Undirected,13,3
Eddard-Stark,Robert-Baratheon,Undirected,7,3
Eddard-Stark,Sandor-Clegane,Undirected,4,3
Eddard-Stark,Sansa-Stark,Undirected,6,3
Eddard-Stark,Torrhen-Stark,Undirected,3,3
Eddard-Stark,Tyrion-Lannister,Undirected,3,3
Eddison-Tollett,Grenn,Undirected,13,3
Eddison-Tollett,Jeor-Mormont,Undirected,5,3
Eddison-Tollett,Othell-Yarwyck,Undirected,3,3
Eddison-Tollett,Pypar,Undirected,5,3
Eddison-Tollett,Samwell-Tarly,Undirected,15,3
Eddison-Tollett,Watt,Undirected,3,3
Edmure-Tully,Elmar-Frey,Undirected,3,3
Edmure-Tully,Hoster-Tully,Undirected,11,3
Edmure-Tully,Jaime-Lannister,Undirected,4,3
Edmure-Tully,Lothar-Frey,Undirected,4,3
Edmure-Tully,Marq-Piper,Undirected,5,3
Edmure-Tully,Robb-Stark,Undirected,34,3
Edmure-Tully,Roslin-Frey,Undirected,15,3
Edmure-Tully,Tansy,Undirected,3,3
Edmure-Tully,Tywin-Lannister,Undirected,3,3
Edmure-Tully,Walder-Frey,Undirected,9,3
Edric-Storm,Pylos,Undirected,9,3
Edric-Storm,Robert-Baratheon,Undirected,3,3
Edric-Storm,Shireen-Baratheon,Undirected,3,3
Edric-Storm,Stannis-Baratheon,Undirected,6,3
Elia-Martell,Gregor-Clegane,Undirected,7,3
Elia-Martell,Jaime-Lannister,Undirected,4,3
Elia-Martell,Oberyn-Martell,Undirected,9,3
Elia-Martell,Rhaegar-Targaryen,Undirected,7,3
Elia-Martell,Tyrion-Lannister,Undirected,6,3
Elinor-Tyrell,Megga-Tyrell,Undirected,8,3
Elinor-Tyrell,Sansa-Stark,Undirected,5,3
Ellaria-Sand,Oberyn-Martell,Undirected,7,3
Ellaria-Sand,Tyrion-Lannister,Undirected,4,3
Elmar-Frey,Jaime-Lannister,Undirected,6,3
Elmar-Frey,Robb-Stark,Undirected,9,3
Elmar-Frey,Roose-Bolton,Undirected,3,3
Elmar-Frey,Tywin-Lannister,Undirected,3,3
Elmar-Frey,Walder-Frey,Undirected,6,3
Errok,Grigg,Undirected,7,3
Errok,Jon-Snow,Undirected,4,3
Errok,Styr,Undirected,3,3
Galbart-Glover,Robett-Glover,Undirected,3,3
Galyeon-of-Cuy,Tyrion-Lannister,Undirected,3,3
Garlan-Tyrell,Joffrey-Baratheon,Undirected,6,3
Garlan-Tyrell,Leonette-Fossoway,Undirected,3,3
Garlan-Tyrell,Loras-Tyrell,Undirected,6,3
Garlan-Tyrell,Sansa-Stark,Undirected,5,3
Garlan-Tyrell,Tyrion-Lannister,Undirected,11,3
Garlan-Tyrell,Willas-Tyrell,Undirected,3,3
Gawen-Westerling,Jeyne-Westerling,Undirected,3,3
Gawen-Westerling,Sybell-Spicer,Undirected,3,3
Gendel,Gorne,Undirected,3,3
Gendel,Jon-Snow,Undirected,3,3
Gendry,Greenbeard,Undirected,3,3
Gendry,Harwin,Undirected,8,3
Gendry,Hot-Pie,Undirected,30,3
Gendry,Lem,Undirected,9,3
Gendry,Merrit,Undirected,3,3
Gendry,Robert-Baratheon,Undirected,3,3
Gendry,Sandor-Clegane,Undirected,5,3
Gendry,Thoros-of-Myr,Undirected,8,3
Gendry,Tom-of-Sevenstreams,Undirected,10,3
Gerold-Hightower,Jaime-Lannister,Undirected,4,3
Gerold-Hightower,Lewyn-Martell,Undirected,3,3
Gilly,Jojen-Reed,Undirected,3,3
Gilly,Jon-Snow,Undirected,8,3
Gilly,Mance-Rayder,Undirected,6,3
Gilly,Meera-Reed,Undirected,3,3
Gilly,Samwell-Tarly,Undirected,35,3
Gilly,Small-Paul,Undirected,3,3
Gorne,Jon-Snow,Undirected,3,3
Grazdan-mo-Eraz,Mero,Undirected,3,3
Greenbeard,Harwin,Undirected,4,3
Greenbeard,Lem,Undirected,12,3
Greenbeard,Thoros-of-Myr,Undirected,3,3
Greenbeard,Tom-of-Sevenstreams,Undirected,4,3
Gregor-Clegane,Helman-Tallhart,Undirected,3,3
Gregor-Clegane,Ilyn-Payne,Undirected,7,3
Gregor-Clegane,Jaime-Lannister,Undirected,7,3
Gregor-Clegane,Joffrey-Baratheon,Undirected,9,3
Gregor-Clegane,Meryn-Trant,Undirected,6,3
Gregor-Clegane,Oberyn-Martell,Undirected,39,3
Gregor-Clegane,Polliver,Undirected,11,3
Gregor-Clegane,Rafford,Undirected,12,3
Gregor-Clegane,Robb-Stark,Undirected,4,3
Gregor-Clegane,Sandor-Clegane,Undirected,10,3
Gregor-Clegane,Tickler,Undirected,12,3
Gregor-Clegane,Tyrion-Lannister,Undirected,23,3
Gregor-Clegane,Tywin-Lannister,Undirected,5,3
Grenn,Jeor-Mormont,Undirected,7,3
Grenn,Jon-Snow,Undirected,30,3
Grenn,Kegs,Undirected,5,3
Grenn,Owen,Undirected,4,3
Grenn,Pypar,Undirected,28,3
Grenn,Samwell-Tarly,Undirected,43,3
Grenn,Small-Paul,Undirected,3,3
Grey-Worm,Jorah-Mormont,Undirected,4,3
Grigg,Jarl,Undirected,3,3
Grigg,Jon-Snow,Undirected,5,3
Grisel,Petyr-Baelish,Undirected,3,3
Guncer-Sunglass,Melisandre,Undirected,4,3
Gyles-Rosby,Jalabhar-Xho,Undirected,4,3
Halder,Jon-Snow,Undirected,3,3
Halder,Todder,Undirected,3,3
Hareth-(Moles-Town),Jon-Snow,Undirected,8,3
Hareth-(Moles-Town),Kegs,Undirected,3,3
Hareth-(Moles-Town),Mully,Undirected,3,3
Hareth-(Moles-Town),Satin,Undirected,5,3
Hareth-(Moles-Town),Spare-Boot,Undirected,3,3
Harma,Jarl,Undirected,3,3
Harma,Jon-Snow,Undirected,7,3
Harma,Mance-Rayder,Undirected,10,3
Harma,Rattleshirt,Undirected,5,3
Harma,Styr,Undirected,4,3
Harma,Tormund,Undirected,4,3
Harma,Varamyr,Undirected,3,3
Harma,Weeper,Undirected,3,3
Harwin,Lem,Undirected,7,3
Harwin,Sandor-Clegane,Undirected,3,3
Helman-Tallhart,Randyll-Tarly,Undirected,3,3
Helman-Tallhart,Robett-Glover,Undirected,4,3
High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,6,3
High-Septon-(Tyrions),Pycelle,Undirected,3,3
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,3,3
Hobb,Janos-Slynt,Undirected,4,3
Hobb,Othell-Yarwyck,Undirected,3,3
Hobb,Owen,Undirected,3,3
Hobb,Samwell-Tarly,Undirected,3,3
Hodor,Jojen-Reed,Undirected,24,3
Hodor,Meera-Reed,Undirected,28,3
Hoster-Tully,Jaime-Lannister,Undirected,4,3
Hoster-Tully,Lothar-Frey,Undirected,5,3
Hoster-Tully,Lysa-Arryn,Undirected,6,3
Hoster-Tully,Robb-Stark,Undirected,4,3
Hoster-Tully,Tansy,Undirected,5,3
Hoster-Tully,Vyman,Undirected,4,3
Hot-Pie,Lem,Undirected,7,3
Hot-Pie,Sharna,Undirected,3,3
Hot-Pie,Tom-of-Sevenstreams,Undirected,4,3
Husband,Lem,Undirected,4,3
Ilyn-Payne,Joffrey-Baratheon,Undirected,9,3
Ilyn-Payne,Meryn-Trant,Undirected,6,3
Ilyn-Payne,Polliver,Undirected,5,3
Ilyn-Payne,Rafford,Undirected,6,3
Ilyn-Payne,Sandor-Clegane,Undirected,5,3
Ilyn-Payne,Tickler,Undirected,6,3
Ilyn-Payne,Tyrion-Lannister,Undirected,6,3
Irri,Jhiqui,Undirected,15,3
Irri,Jorah-Mormont,Undirected,3,3
Irri,Missandei,Undirected,4,3
Jack-Be-Lucky,Lem,Undirected,5,3
Jack-Bulwer,Thoros-of-Myr,Undirected,5,3
Jaime-Lannister,Joffrey-Baratheon,Undirected,21,3
Jaime-Lannister,Lem,Undirected,6,3
Jaime-Lannister,Loras-Tyrell,Undirected,24,3
Jaime-Lannister,Lysa-Arryn,Undirected,3,3
Jaime-Lannister,Meryn-Trant,Undirected,9,3
Jaime-Lannister,Oberyn-Martell,Undirected,3,3
Jaime-Lannister,Osmund-Kettleblack,Undirected,5,3
Jaime-Lannister,Qyburn,Undirected,21,3
Jaime-Lannister,Renly-Baratheon,Undirected,9,3
Jaime-Lannister,Rickard-Karstark,Undirected,4,3
Jaime-Lannister,Robb-Stark,Undirected,17,3
Jaime-Lannister,Robert-Baratheon,Undirected,18,3
Jaime-Lannister,Robin-Ryger,Undirected,9,3
Jaime-Lannister,Roose-Bolton,Undirected,17,3
Jaime-Lannister,Rorge,Undirected,9,3
Jaime-Lannister,Sansa-Stark,Undirected,9,3
Jaime-Lannister,Shagwell,Undirected,4,3
Jaime-Lannister,Stannis-Baratheon,Undirected,6,3
Jaime-Lannister,Thoros-of-Myr,Undirected,3,3
Jaime-Lannister,Tommen-Baratheon,Undirected,10,3
Jaime-Lannister,Tyrion-Lannister,Undirected,33,3
Jaime-Lannister,Tywin-Lannister,Undirected,16,3
Jaime-Lannister,Urswyck,Undirected,11,3
Jaime-Lannister,Vargo-Hoat,Undirected,16,3
Jaime-Lannister,Varys,Undirected,5,3
Jaime-Lannister,Walton,Undirected,18,3
Janos-Slynt,Jon-Snow,Undirected,10,3
Janos-Slynt,Mance-Rayder,Undirected,6,3
Janos-Slynt,Othell-Yarwyck,Undirected,9,3
